V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
M502,3302.15,3908.11,5370.1,6378.08,8802.24,10600.01,7740.2,6687.94,5501.24,4699.26,4582.2,3542.8,3366.48,2823.33,2328.58,2150.66,1693.56,1434.73,1178.54,903.67
M503,1957.63,2166.3,2398.53,2258.17,2435.53,2852.67,3356.53,3335.1,3213.5,2932.67,3795.87,3876.13,3919.93,3672.9,3582.67,3438.63,3502.87,3704,3958.3,4652.37
M504,3532.2,3831.6,4993.95,5777.3,8163.9,9279.15,10108.05,10849.1,10203.05,9707.35,10238.95,8857.1,8578.7,7682.15,7236.9,6135.1,5819.6,5430.85,5161.2,5310.85
M505,4563.65,4699.7,4960.52,5059.08,5328.6,5557.85,5598.67,5722.13,5652.1,5707.13,5810.42,5899.55,5968.48,5998.08,6178.9,6010.58,6250.33,6136.67,6149.8,6204.35
M506,4045.02,4165.42,4418.02,4453.45,4688.98,4905.15,4972.3,5107.4,5047.73,5132.77,5237,5340.1,5419.08,5463.33,5659.05,5511.38,5735.3,5639.85,5663.1,5712.6
M507,8473,8787.5,8819,9621.5,10097,10264.5,9622,9088.5,8940,8085.5,7955.5,7635,7402.5,6958,6711,6629.5,6802.5,6537.5,6456,6512.5
M508,4255,4900,4930,4940,5230,5275,5215,5325,5730,5655,5990,5880,6115,6040,5890,6090,6180,6750,6745,6695
M509,4740,4830,4560,5000,5990,6390,6830,7440,7650,7180,8160,7720,8660,8620,8760,8500,10350,9840,9090,7830
M510,3325,3313,3606,3631,3812,3954,4140,4622,4475,5042,5145,5190,5174,5414,5320,4636,4753,4636,4429,4626
M511,5488,5317,5338,5245,5440,5835,6296,6407,6347,6551,6849,6830,6918,6962,7210,7161,7130,7085,7077,7079
M512,1586,1805,2153,2454,2967,3051,3441,3816,3977,4329,4312,4332,4516,4704,5001,5168,5382,5599,5731,5906
M513,2090,2181,2552,2501.5,2664.5,2941.5,3066.5,3605.5,3800,3667.5,4137,4418,4969,5204.5,5267,5447,5550,5880,6046,6207.5
M514,8050,8020,8010,8030,8490,8520,8610,8990,8800,9010,9060,9050,8960,8840,8820,8730,8780,8630,8410,8270
M515,1600,1490,1530,1840,2240,2460,2980,3230,3450,3310,3490,3610,3960,4240,4170,4400,4450,4650,4460,4740
M516,3525.2,3711.2,4035,4349.8,4655.4,4949.8,5163.8,5443.2,5422.6,5694.6,5621,5809.4,6050.2,6260.2,6468.8,6444.4,6511.2,6342.8,6305,6359.4
M517,1751,1681,1704,1698,1680,1672,1749,1914,2120,2605,3004,3621,3840,3821,3800,3827,4197,4687,5038,5421
M518,5393,5554,5891,5938,6252,6540,6630,6810,6730,6844,6983,7120,7225,7284,7545,7349,7647,7520,7551,7617
M519,6980,7440,8400,7810,7950,8280,7830,7860,8220,8720,9050,8510,9120,8800,6960,6300,5950,6070,5700,5210
M520,3678,3977,4038,4359,4498,4717,4649,4659,4702,4723,4738,4429,4999,4784,5174,4749,5089,5310,5076,4774
M521,3311,3274,3393,3463,3671,3887,3918,3869,3747,3815,3798,3782,3775,3754,3689,3658,3616,3590,3423,3320
M522,5089,5865,5797,5143,5204,5989,7344,7331,6825,6895,7940,8402,8636,8101,8463,8087,8376,8758,8846,8762
M523,5040,5938,5965,5242,5005,5696,6659,7127,6996,6806,6692,7154,7718,8813,9055,8401,8259,8321,7735,9311
M524,1624,1712,1942,1832,1736,2282,2976,2904,3042,3582,3012,3006,3130,3554,3878,3568,3714,3812,3808,3368
M525,2158,2223,2147,1840,2031,3605,4154,3543,5391,4998,5673,6664,7416,7889,9961,9567,9665,11707,10431,11440
M526,7324,7061,7492,7295,7164,6940,6622,6435,6394,6254,6253,6235,6216,6172,6141,6083,6158,6064,5906,5745
M527,8564,8319,8294,7515,6758,6847,7694,7670,7665,7559,7433,7384,7489,7412,7441,7442,7440,7420,7381,7352
M528,5823,6181,6512,6498,5938,6315,7465,7697,7856,7862,7685,7686,7780,7843,8081,8305,8445,8513,8614,8620
M529,9840,8235,7116,6141,5471,4778,3938,3285,2819,2350,2047,1751,1540,1334,1189,1006,966,875,816,764
M530,4183,4292,4364,4406,4422,4440,4464,4495,4518,4532,4547,4558,4549,4527,4502,4481,4451,4425,4398,4383
M531,1674,2446,3088,3541,3889,4225,4581,4968,5191,5372,5533,5682,5795,5870,5949,6039,6129,6234,6331,6426
M532,1853,1877,1898,1916,1926,1940,1959,2070,2222,2402,2617,2841,3020,3186,3349,3525,3669,3817,3979,4207
M533,5379,5431,5266,5150,5031,5016,5156,5120,4869,4608,4374,4122,3903,3648,3452,3291,3157,3028,2920,2810
M534,460,713,952,1177,1460,1791,2428,2828,3042,3210,3482,3745,3993,4252,4467,4754,5091,5513,5998,6550
M535,3045,3612,4111,4559,5166,5926,7094,7782,8027,8102,8294,8388,8460,8539,8623,8802,8987,9156,9430,9665
M536,4157,4746,5087,5366,5711,6094,6699,6910,6815,6564,6333,6047,5799,5508,5257,5028,4820,4604,4401,4180
M537,7455,7507,7473,7424,7379,7352,7298,7244,7214,7159,7100,7007,6926,6834,6712,6628,6554,6505,6459,6402
M538,3997,4408,4753,5062,5399,5742,6075,6273,6408,6528,6682,6760,6834,6891,6967,7051,7177,7318,7492,7635
M539,3947,3963,3940,3925,3935,3932,3928,3924,3924,3919,3919,3881,3861,3830,3781,3759,3781,3792,3804,3803
M540,4897,4952,4952,4908,4871,4832,4834,4887,4935,5009,5048,5081,5121,5186,5202,5177,5162,5140,5118,5065
M541,2580,3332,4103,4895,5786,6522,7028,7277,7492,7683,7819,7919,7983,8040,8080,8110,8132,8156,8174,8178
M542,4083,4011,4785,5720,6784,6630,6992,6875,6178,6037,6017,5593,4914,4087,3715,3153,2945,2862,2756,2733
M543,1803,2020,2265,2609,2842,3160,3547,3826,4087,4335,4583,4810,4964,5128,5269,5390,5506,5662,5773,5883
M544,1686,1863,2065,2356,2521,2774,3089,3316,3536,3749,3966,4169,4304,4450,4574,4681,4783,4922,5020,5116
M545,2733,2707,3635,4768,6064,5835,6071,5892,4056,3684,3419,2940,2471,2063,1848,1554,1473,1431,1348,1324
M546,1169,1563,1999,2530,3214,3860,4578,5097,5516,5858,6167,6418,6596,6787,6949,7093,7234,7402,7531,7668
M547,4477,4390,4178,3844,4340,5538,6331,6515,5992,5852,3412,3182,3521,3538,2779,2447,2307,2437,2434,2511
M548,3819,3657,3032,2580,2763,4663,3996,4524,3938,4110,4673,4886,5466,4208,4031,3942,3947,4322,4544,4797
M549,5305,5489,5382,5234,5613,7071,8425,8381,7371,7321,6550,6127,6770,6681,5405,4838,4598,4859,4858,4912
M550,3958,7180,7302,6225,5804,6535,7652,7617,7292,5949,3753,2069,4902,5032,3579,6275,9590,4694,3794,3932
M551,1028,1965,2089,1927,2023,2488,3284,3665,4018,3704,2502,1385,3668,3903,2863,5491,8725,4326,3604,3945
M552,7196,7488,7320,7530,7712,7907,7914,8003,8080,8200,8206,8164,8341,8456,8403,8355,8232,8052,7876,7712
M553,4151,4443,4610,4672,5433,5531,5623,5860,6014,6916,7323,7940,8138,7932,8519,9116,9102,8825,8565,8193
M554,3498,3752,3919,4297,4879,4731,4862,5074,5413,5767,6340,6283,6396,6309,6382,6836,6633,6346,6611,6617
M555,1813,1912,1861,1956,2366,2310,2417,2472,2407,3004,3354,4213,4840,5101,5764,6384,6834,6680,6344,5770
M556,2779,3094,3444,3522,3412,3667,3517,3116,2628,2321,2687,3349,4299,4803,5092,5994,7284,7886,7612,7349
M557,2760,2912,3236,3533,3400,3478,3347,3151,2944,2364,2146,2166,3729,4448,5700,5582,6836,8126,8559,7261
M558,7660,7640,4760,5360,7160,7160,4600,5180,5220,4200,4200,3420,3080,3520,3300,3740,3500,5440,5360,7440
M559,5065,5328,5730,5568,5418,5712,5862,5646,4727,4512,5758,8635,9981,10948,9346,10284,11317,10581,8079,8114
M560,5744,6463,7226,7731,8045,8352,8789,9091,9317,9458,9539,9576,9528,9448,9329,9198,9002,8817,8664,8480
M561,3602,3562,3700,3735,3934,4276,4500,4646,5069,5644,5958,6211,6248,6675,7319,7635,7619,7869,8054,8339
M562,3084,3044,3084,3101,3224,3274,3445,3439,3674,3952,4175,4344,4328,4393,4690,4918,4762,4876,5112,5293
M563,1418,1409,1541,1569,1693,2071,2180,2368,2662,3103,3273,3420,3481,3951,4459,4626,4763,4961,4955,5131
M564,6548,5787,5215,4997,4767,4626,4626,4539,4547,4553,4541,4591,4694,4733,4744,4799,4820,4786,4688,4576
M565,6520,6196,4144,3652,3674,3421,3811,3360,3256,3551,3236,3066,3240,2932,2798,2990,2840,2900,2380,2100
M566,5400,5325,5590,4850,5000,4585,4416,4275,4128,4269,4447,4708,5038,4983,5089,5023,5502,5578,5645,5943
M567,4562,4721,5410,5704,6101,6436,6614,6711,6711,6796,6801,6788,7005,7059,7177,7308,7329,6122,5763,5566
M568,4093,4231,4927,5216,5569,5894,6049,6144,6151,6238,6243,6213,6402,6450,6529,6639,6660,5432,5138,4965
M569,4434,4547,4375,4380,5721,5855,6503,6284,5854,5891,6070,5838,5985,6042,6261,5894,5394,5475,4731,4194
M570,6728,7241,7155,6933,6967,6814,6732,6478,6192,5994,5343,4650,4849,4388,3991,3827,3116,2848,2706,2404
M571,5133,4798,4419,3984,3698,3682,3601,3455,3308,3036,2975,2907,2813,2611,2625,2650,2827,3321,3564,3779
M572,5565,5943,6350,6226,6031,5772,5225,5249,5268,4893,4651,4392,4457,4263,4220,4136,3910,3706,3502,3388
M573,1478,1717,1907,2065,2106,2196,2263,2334,2457,2550,2711,3014,3295,3437,4088,4788,5113,5444,5429,5413
M574,2707,3109,3484,3895,3916,4108,4316,4537,4641,5026,5043,5558,6114,6445,6770,6957,7058,7112,7156,7554
M575,2561,2958,3257,3627,4350,4600,5072,5399,5561,5707,5648,6332,6818,7110,7781,8225,8385,8446,6484,5770
M576,7147,8001,9052,9066,8979,8988,8917,8874,8554,8241,8100,7908,7916,7848,7868,7915,7863,7625,7462,7317
M577,9683,9606,9820,9799,9863,9927,9809,9588,9271,9020,8767,8433,8259,8146,7976,7678,7207,6815,6307,6084
M578,8771,7427,6558,6236,6037,5856,5640,5534,5280,4977,4809,4750,4753,4738,4613,4523,4496,4432,4278,4199
M579,3515,3603,4758,5212,5743,6271,6589,6860,6964,7182,7204,7253,7538,7678,7845,8054,8164,5687,5424,5285
M580,5264,5537,5769,5889,6148,6264,6292,6252,6129,6079,6102,5977,6232,6231,6135,6002,5726,5658,5342,5182
M581,5461,6429,7065,7440,7722,8098,7993,7958,7989,8021,7897,7715,7545,7534,7905,8426,8863,9297,8706,8353
M582,4190,4316,4163,4218,5542,5648,6290,6074,5681,5752,5879,5674,5816,5882,6107,5747,5276,5404,4657,4132
M583,8525,8213,8351,8251,8124,7950,7663,7439,7100,6932,6760,6600,6609,6408,6026,5772,5520,5268,4952,4717
M584,6114,6842,7751,7798,7656,7597,7360,7160,6873,6742,6593,6435,6482,6321,6092,6022,5891,5670,5358,5113
M585,7878,7670,7846,7815,7817,7720,7500,7187,6913,6690,6462,6162,6178,5924,5378,4852,4310,3885,3509,3319
M586,7535,6284,5607,5367,5212,4968,4697,4567,4327,4204,4098,4079,4045,3929,3618,3426,3298,3198,3046,2905
M587,6255,5770,5155,5265,6335,6165,6720,6890,5910,6065,6110,5540,5505,4930,4740,3880,3170,2855,2375,2205
M588,2175,2553,2866,3062,3420,3577,3856,4084,4218,4410,4469,4888,5196,5427,5769,6108,6345,6483,5954,5932
M589,4286,4956,5441,5713,6286,6637,5494,5679,5708,5815,6033,6810,7426,7849,9039,9858,1036,10182,8267,8280
M590,3985,4578,5224,5294,6118,6438,4919,5271,5419,5802,5535,6319,7116,7425,8404,9355,9663,10256,8591,7985
M591,2561,2959,3279,3625,4011,4219,4531,4774,4937,5134,5188,5785,6279,6563,7289,7898,8161,8368,7308,7103
M592,2300,2720,3047,3209,3370,3496,3583,3740,3880,3967,4073,4243,4425,4530,4778,5241,5473,5672,5734,5894
M593,2938,3286,3737,3035,3037,3343,1983,2079,2214,2333,2684,3265,3760,4028,5422,6768,7211,7966,7504,7748
M594,2422,2981,3304,2893,2919,3162,1857,1889,2095,2231,2457,302,3607,3801,4904,6341,6960,7620,7291,7265
M595,1478,1717,1907,2065,2106,2196,2263,2334,2457,2550,2711,3014,3295,3437,4088,4788,5113,5444,5312,5413
M596,1449,1668,1831,2003,2062,2123,2303,2473,2602,2793,2928,3214,3460,3734,3923,4015,4266,4333,4498,4719
M597,5286,5805,6395,7083,6857,7254,4162,4352,4187,4797,4531,4884,5687,5577,5862,6000,5770,5626,5716,6009
M598,4730,5423,6122,6772,6871,6917,3831,3915,3934,4344,4011,4516,4836,5155,5562,5577,5452,5473,5198,5341
M599,2707,3064,3484,3895,3916,4108,4316,4537,4641,5026,5043,5558,6114,6445,6770,6957,7058,7112,7156,7554
M600,1689,1995,2286,2443,3120,3323,3754,3999,4108,4265,4174,4763,5106,5305,5722,6013,6126,6203,4653,4218
M601,2054,2481,2667,3082,3700,3849,3868,3978,3985,3922,4053,4527,4785,5123,5697,5951,5997,5870,4121,3979
M602,2070,2301,2678,2782,3577,3790,3410,3732,3794,4041,3750,4215,4706,4874,5330,5703,5789,6113,4635,4011
M603,2561,2958,1257,3627,4350,4600,4672,5399,5561,5707,5648,6332,6818,7110,7781,8225,8385,8446,6442,5770
M604,6437,6169,5586,5420,5155,5051,4973,4896,4695,4609,4195,4139,4101,3941,3731,3502,3493,3702,3769,3848
M605,5986,5243,5183,4261,3916,4085,3878,3615,3460,3058,3286,3246,3189,2998,3224,3406,3862,5137,5515,6050
M606,6096,6180,5361,4635,4131,4144,4052,3840,3740,3437,3407,3408,3525,3223,3407,3455,3970,4946,5576,5957
M607,8944,8662,8143,7792,7515,7326,7107,6979,6872,6393,5963,5790,5671,5319,5157,5045,5011,5044,5074,5129
M608,6004,5678,5131,4862,4591,4545,4467,4361,4224,3947,3677,3544,3426,3118,2990,2884,2919,3031,3158,3263
M609,5880,5969,6025,5861,5849,5562,5281,5236,5296,4892,4572,4493,4489,4401,4334,4322,4185,4026,3833,3732
M610,1613,1905,2172,2453,2926,3282,3409,3483,3452,3594,3586,3562,3702,3723,3920,4038,4327,4647,4526,4520
M611,1929,2129,2178,2233,2448,2642,2906,3011,3368,3642,3655,3714,3863,3835,4054,4136,4389,4652,5264,5327
M612,4563,4061,3396,3164,3536,3887,4214,4053,3721,3733,3776,3652,3706,3648,3858,3786,3901,4208,4425,4209
M613,2747,2989,3155,3386,3903,4253,4410,4490,4479,4872,4927,4804,5164,5252,5021,5022,5105,5383,5454,5613
M614,1874,2837,4034,4967,6527,7709,7791,7815,7023,6940,6871,6538,6920,6882,7540,8196,8931,9536,8115,7886
M615,2515,2656,2761,4126,4508,4505,4083,4647,4462,4688,4537,5378,4557,5362,5280,4151,4914,6405,4083,4165
M616,3642,3661,3778,3863,3701,3674,3925,4112,4181,4142,4468,4702,5049,5222,5367,5622,5835,6137,6258,6460
M617,595,622,785,999,1103,1308,1424,1548,1764,2074,2852,3077,3791,4200,4682,5294,5796,6458,7070,7771
M618,3523,3537,3621,3663,3481,3413,3640,3802,3828,3727,3898,4087,4291,4382,4430,4563,4676,4846,4844,4906
M619,3011,2979,3145,3209,3028,2956,3192,3350,3470,3255,3532,3760,4056,4208,4337,4522,4712,4952,5029,5120
M620,3642,3661,3778,3863,3701,3674,3924,4112,4181,4142,4468,4701,5048,5221,5366,5622,5835,6137,6258,6460
M621,4947,4988,5392,5548,5238,5165,5644,5852,5991,5947,6425,6753,7312,7539,7762,8073,8447,8921,9093,9382
M622,3056,3054,3347,3545,3401,3027,3324,3473,3604,3577,3980,4363,4824,5010,5214,5386,5530,5780,5820,5927
M623,1622,1655,2040,2213,2176,2998,3585,3924,4133,4103,4630,4754,4960,5279,5543,5881,6577,7250,7508,7919
M624,797,816,1034,1013,1162,2088,2456,2583,2763,2743,2981,2804,3084,3157,3313,3595,4317,4687,5179,5504
M625,1570,2270,2246,2072,2024,2120,2522,2560,2592,2576,2916,2874,3398,3580,3770,4222,4486,5018,5294,5826
M626,5510,3180,3200,3480,2650,3020,3090,2840,2800,2640,2780,2900,2720,2740,2870,2590,2290,2230,3020,2140
M627,5567,5677,5249,5271,5279,5307,5354,5787,5788,5711,6139,6478,6826,7122,7285,7796,7946,8270,8405,8734
M628,3808,4160,4861,4587,4541,4509,4612,4614,4955,4462,4667,4763,4490,4933,5072,5861,5116,5842,5825,6060
M629,3536,4132,3669,3406,4187,4280,5197,4995,4310,4417,5122,5435,5435,5165,6523,5921,7498,8787,8786,9201
M630,3453,4034,3853,3860,3671,3756,3575,3956,3600,3784,3739,3403,3846,4039,4556,3932,4342,4067,4302,4360
M631,4443,4687,4751,4557,4362,3967,4483,4169,3713,3253,3023,2663,2963,3242,4297,4221,5165,5400,5704,5877
M632,4851,6733,5411,4542,4652,4772,4130,5450,4390,4293,4099,3560,4204,5077,4266,3841,4127,4116,4562,4321
M633,6664,7719,6750,6638,6666,6497,5867,6895,6077,6796,7488,7285,8014,8731,7650,7200,7828,7592,7907,8114
M634,4362,5275,5175,5301,5293,5821,5947,6260,5765,6136,6155,5531,6334,6112,8158,6617,7318,7192,7522,7627
M635,1900,5500,2500,3100,7900,6700,7300,9700,3700,4600,7600,3100,3400,7600,3100,5200,4600,2200,6700,6400
M636,6700,1900,2200,3700,3400,3400,7000,3700,3400,3100,5800,3100,6700,2800,4900,2500,6700,3700,4000,5200
M637,4300,1300,7300,2800,2800,1000,4900,7600,5200,4900,8500,2800,7300,10000,10900,6100,4900,5200,2800,4900
M638,7480,7080,6200,6640,7400,6040,6600,7040,6640,6600,5880,5840,7040,6000,6320,6280,5680,4600,6160,5600
M639,7040,5960,4600,7160,7600,7520,7000,6560,7560,7000,5880,8560,7480,6240,5480,6800,7720,7720,7080,6160
M640,6120,6440,7480,5080,7960,5920,6560,6640,6240,7280,6640,6880,7320,6760,7960,6320,6560,6200,7800,6360
M641,5980,4970,5020,3820,4510,5460,5650,4320,6150,3790,5840,4240,4570,5720,4690,4100,5010,5850,5600,5730
M642,4950,6610,6860,6460,5390,6850,5220,7420,4650,6520,5570,5360,6270,7530,5280,5930,4890,4230,6230,7420
M643,5700,4420,5900,6810,4960,5420,5320,5100,5880,5870,5240,4930,5080,6540,6200,5530,4180,4440,4650,5400
M644,6480,5470,2790,7570,7140,6810,7150,6880,7720,7380,4940,8310,8010,5510,5530,5960,6300,7480,7140,5510
M645,6030,5070,5970,7870,5490,7600,5620,5040,6140,5410,8880,8130,6850,6990,6180,6310,5080,7400,5790,6682
